Company,Ticker,Date,Open,High,Low,Close,Adj Close,Volume
台積電,2330.TW,2010-03-04,59.79999923706055,59.79999923706055,58.400001525878906,59.20000076293945,36.433990478515625,53405000
台積電,2330.TW,2010-03-05,59.79999923706055,60.400001525878906,59.599998474121094,60.400001525878906,37.172515869140625,59062000
台積電,2330.TW,2010-03-08,60.900001525878906,61.20000076293945,60.599998474121094,61.20000076293945,37.66487121582031,43993000
台積電,2330.TW,2010-03-09,61.20000076293945,61.400001525878906,60.79999923706055,61.29999923706055,37.72641372680664,29829000
台積電,2330.TW,2010-03-10,61.29999923706055,61.400001525878906,60.79999923706055,61.400001525878906,37.78795623779297,30540000
台積電,2330.TW,2010-03-11,61.599998474121094,61.79999923706055,61.20000076293945,61.400001525878906,37.78795623779297,25340000
台積電,2330.TW,2010-03-12,61.400001525878906,61.5,60.599998474121094,60.79999923706055,37.41868591308594,67894000
台積電,2330.TW,2010-03-15,61.29999923706055,61.29999923706055,59.79999923706055,59.79999923706055,36.80324935913086,37911000
台積電,2330.TW,2010-03-16,60.099998474121094,60.20000076293945,59.70000076293945,59.70000076293945,36.74171829223633,29394000
台積電,2330.TW,2010-03-17,60.5,60.900001525878906,59.900001525878906,60.5,37.23405075073242,68876000
台積電,2330.TW,2010-03-18,60.099998474121094,60.599998474121094,60.0,60.400001525878906,37.172515869140625,70048000
台積電,2330.TW,2010-03-19,60.0,60.29999923706055,59.70000076293945,60.0,36.926353454589844,45829000
台積電,2330.TW,2010-03-22,59.599998474121094,59.599998474121094,58.79999923706055,59.0,36.310909271240234,47044000
台積電,2330.TW,2010-03-23,59.5,60.099998474121094,59.5,59.599998474121094,36.680171966552734,48107000
台積電,2330.TW,2010-03-24,60.099998474121094,60.79999923706055,60.099998474121094,60.599998474121094,37.29560470581055,46973000
台積電,2330.TW,2010-03-25,60.900001525878906,61.5,60.20000076293945,61.5,37.84950637817383,62713000
台積電,2330.TW,2010-03-26,61.29999923706055,62.0,60.29999923706055,62.0,38.157222747802734,77332000
台積電,2330.TW,2010-03-29,62.0,62.29999923706055,61.70000076293945,62.20000076293945,38.280303955078125,37464000
台積電,2330.TW,2010-03-30,62.400001525878906,62.400001525878906,61.70000076293945,62.20000076293945,38.280303955078125,29950000
台積電,2330.TW,2010-03-31,62.20000076293945,62.20000076293945,61.5,61.5,37.84950637817383,39228000
台積電,2330.TW,2010-04-01,61.5,62.5,61.5,62.099998474121094,38.21875762939453,54656000
台積電,2330.TW,2010-04-02,62.5,62.5,62.099998474121094,62.400001525878906,38.40338134765625,17299000
台積電,2330.TW,2010-04-06,62.79999923706055,63.5,62.79999923706055,63.400001525878906,39.018836975097656,52915000
台積電,2330.TW,2010-04-07,63.5,63.5,63.099998474121094,63.5,39.080379486083984,48336000
台積電,2330.TW,2010-04-08,62.79999923706055,63.0,62.099998474121094,62.29999923706055,38.341854095458984,48530000
台積電,2330.TW,2010-04-09,61.900001525878906,63.0,61.900001525878906,62.70000076293945,38.58802795410156,31569000
台積電,2330.TW,2010-04-12,63.29999923706055,63.400001525878906,62.79999923706055,63.099998474121094,38.834205627441406,34914000
台積電,2330.TW,2010-04-13,63.0,63.099998474121094,62.099998474121094,62.900001525878906,38.711116790771484,42708000
台積電,2330.TW,2010-04-14,63.099998474121094,63.79999923706055,62.900001525878906,63.79999923706055,39.26500701904297,55548000
台積電,2330.TW,2010-04-15,64.5,64.9000015258789,64.0,64.4000015258789,39.63426971435547,70894000
台積電,2330.TW,2010-04-16,63.599998474121094,63.70000076293945,62.900001525878906,63.0,38.77266311645508,49654000
台積電,2330.TW,2010-04-19,62.5,63.20000076293945,62.400001525878906,62.599998474121094,38.526485443115234,66249000
台積電,2330.TW,2010-04-20,62.900001525878906,63.0,62.400001525878906,62.79999923706055,38.64957046508789,37426000
台積電,2330.TW,2010-04-21,62.900001525878906,63.099998474121094,62.29999923706055,62.400001525878906,38.40338134765625,44895000
台積電,2330.TW,2010-04-22,61.79999923706055,61.79999923706055,60.79999923706055,61.599998474121094,37.911033630371094,90506000
台積電,2330.TW,2010-04-23,61.900001525878906,62.400001525878906,61.599998474121094,61.70000076293945,37.97258377075195,48869000
台積電,2330.TW,2010-04-26,62.400001525878906,63.599998474121094,62.400001525878906,63.5,39.080379486083984,67358000
台積電,2330.TW,2010-04-27,63.5,63.70000076293945,63.099998474121094,63.70000076293945,39.20346450805664,25300000
台積電,2330.TW,2010-04-28,62.099998474121094,62.599998474121094,62.0,62.099998474121094,38.21875762939453,72599000
台積電,2330.TW,2010-04-29,62.20000076293945,62.20000076293945,61.599998474121094,61.599998474121094,37.911033630371094,40178000
台積電,2330.TW,2010-04-30,61.79999923706055,62.70000076293945,61.79999923706055,61.79999923706055,38.03413009643555,43339000
台積電,2330.TW,2010-05-03,62.599998474121094,62.599998474121094,61.400001525878906,61.599998474121094,37.911033630371094,22418000
台積電,2330.TW,2010-05-04,61.900001525878906,62.0,60.79999923706055,61.0,37.541778564453125,38039000
台積電,2330.TW,2010-05-05,59.900001525878906,60.20000076293945,59.79999923706055,59.79999923706055,36.80324935913086,93944000
台積電,2330.TW,2010-05-06,59.79999923706055,59.900001525878906,59.20000076293945,59.5,36.618621826171875,48824000
台積電,2330.TW,2010-05-07,58.599998474121094,60.099998474121094,58.5,59.400001525878906,36.557071685791016,61514000
台積電,2330.TW,2010-05-10,59.400001525878906,60.0,59.0,59.79999923706055,36.80324935913086,56272000
台積電,2330.TW,2010-05-11,60.400001525878906,60.599998474121094,59.900001525878906,60.099998474121094,36.987892150878906,67770000
台積電,2330.TW,2010-05-12,61.0,61.0,60.0,60.099998474121094,36.987892150878906,27694000
台積電,2330.TW,2010-05-13,60.599998474121094,61.5,60.5,61.20000076293945,37.66487121582031,39828000
台積電,2330.TW,2010-05-14,60.70000076293945,61.5,60.5,61.20000076293945,37.66487121582031,31551000
台積電,2330.TW,2010-05-17,60.5,60.5,59.099998474121094,59.20000076293945,36.433990478515625,73173000
台積電,2330.TW,2010-05-18,59.599998474121094,60.0,59.400001525878906,59.5,36.618621826171875,30445000
台積電,2330.TW,2010-05-19,59.0,59.599998474121094,58.599998474121094,59.29999923706055,36.49553680419922,48408000
台積電,2330.TW,2010-05-20,59.5,59.70000076293945,58.900001525878906,58.900001525878906,36.24935531616211,31637000
台積電,2330.TW,2010-05-21,58.29999923706055,59.099998474121094,57.900001525878906,58.79999923706055,36.187808990478516,45655000
台積電,2330.TW,2010-05-24,59.599998474121094,59.599998474121094,58.70000076293945,59.0,36.310909271240234,19294000
台積電,2330.TW,2010-05-25,58.79999923706055,58.900001525878906,58.099998474121094,58.400001525878906,35.9416389465332,48371000
台積電,2330.TW,2010-05-26,58.900001525878906,59.0,58.5,58.900001525878906,36.24935531616211,42766000
台積電,2330.TW,2010-05-27,58.5,59.29999923706055,57.70000076293945,58.70000076293945,36.12626266479492,55467000
台積電,2330.TW,2010-05-28,58.900001525878906,59.400001525878906,58.29999923706055,58.70000076293945,36.12626266479492,61106000
台積電,2330.TW,2010-05-31,59.099998474121094,60.20000076293945,58.79999923706055,60.20000076293945,37.0494384765625,25365000
台積電,2330.TW,2010-06-01,59.900001525878906,60.0,59.20000076293945,59.79999923706055,36.80324935913086,27295000
台積電,2330.TW,2010-06-02,59.79999923706055,60.400001525878906,59.29999923706055,59.79999923706055,36.80324935913086,35241000
台積電,2330.TW,2010-06-03,60.79999923706055,61.0,60.5,60.79999923706055,37.41868591308594,46916000
台積電,2330.TW,2010-06-04,60.5,61.0,60.20000076293945,61.0,37.541778564453125,41837000
台積電,2330.TW,2010-06-07,59.70000076293945,59.70000076293945,58.70000076293945,59.20000076293945,36.433990478515625,69197000
台積電,2330.TW,2010-06-08,58.900001525878906,59.20000076293945,58.400001525878906,58.5,36.003173828125,40396000
台積電,2330.TW,2010-06-09,58.400001525878906,59.0,58.29999923706055,58.599998474121094,36.064727783203125,45955000
台積電,2330.TW,2010-06-10,59.79999923706055,59.79999923706055,58.79999923706055,59.400001525878906,36.557071685791016,28784000
台積電,2330.TW,2010-06-11,60.20000076293945,60.5,60.0,60.5,37.23405075073242,41097000
台積電,2330.TW,2010-06-14,60.900001525878906,61.400001525878906,60.900001525878906,61.099998474121094,37.60332107543945,44867000
台積電,2330.TW,2010-06-15,61.29999923706055,61.900001525878906,60.70000076293945,61.400001525878906,37.78795623779297,37382000
台積電,2330.TW,2010-06-17,62.0,62.29999923706055,61.70000076293945,62.099998474121094,38.21875762939453,55896000
台積電,2330.TW,2010-06-18,62.400001525878906,62.70000076293945,61.79999923706055,62.70000076293945,38.58802795410156,46267000
台積電,2330.TW,2010-06-21,63.099998474121094,63.70000076293945,63.099998474121094,63.29999923706055,38.957298278808594,68207000
台積電,2330.TW,2010-06-22,63.29999923706055,63.29999923706055,62.599998474121094,62.599998474121094,38.526485443115234,30437000
台積電,2330.TW,2010-06-23,62.0,62.5,62.0,62.099998474121094,38.21875762939453,37155000
台積電,2330.TW,2010-06-24,62.099998474121094,62.20000076293945,61.70000076293945,62.0,38.157222747802734,35311000
台積電,2330.TW,2010-06-25,61.5,61.900001525878906,61.29999923706055,61.400001525878906,37.78795623779297,30548000
台積電,2330.TW,2010-06-28,61.20000076293945,61.70000076293945,61.099998474121094,61.70000076293945,37.97258377075195,20466000
台積電,2330.TW,2010-06-29,62.0,62.599998474121094,61.0,61.0,37.541778564453125,47903000
台積電,2330.TW,2010-06-30,60.29999923706055,61.0,60.29999923706055,60.599998474121094,37.29560470581055,58283000
台積電,2330.TW,2010-07-01,60.599998474121094,60.599998474121094,60.0,60.20000076293945,37.0494384765625,15325000
台積電,2330.TW,2010-07-02,60.0,60.70000076293945,60.0,60.29999923706055,37.110984802246094,66885000
台積電,2330.TW,2010-07-05,60.29999923706055,61.79999923706055,60.29999923706055,61.400001525878906,37.78795623779297,86939000
台積電,2330.TW,2010-07-06,58.900001525878906,59.900001525878906,58.79999923706055,59.900001525878906,38.758365631103516,69631000
台積電,2330.TW,2010-07-07,59.79999923706055,59.900001525878906,59.20000076293945,59.5,38.499534606933594,59093000
台積電,2330.TW,2010-07-08,60.099998474121094,60.400001525878906,59.70000076293945,60.400001525878906,39.081886291503906,50323000
台積電,2330.TW,2010-07-09,60.400001525878906,60.5,59.900001525878906,60.400001525878906,39.081886291503906,37986000
台積電,2330.TW,2010-07-12,60.599998474121094,60.599998474121094,59.79999923706055,59.79999923706055,38.69365310668945,44157000
台積電,2330.TW,2010-07-13,59.900001525878906,60.20000076293945,59.5,59.599998474121094,38.564239501953125,37431000
台積電,2330.TW,2010-07-14,60.400001525878906,60.70000076293945,60.20000076293945,60.400001525878906,39.081886291503906,59702000
台積電,2330.TW,2010-07-15,60.400001525878906,60.5,60.099998474121094,60.29999923706055,39.01717758178711,32938000
台積電,2330.TW,2010-07-16,60.5,60.5,59.79999923706055,59.900001525878906,38.758365631103516,29874000
台積電,2330.TW,2010-07-19,59.5,61.29999923706055,59.400001525878906,61.099998474121094,39.534820556640625,56238000
台積電,2330.TW,2010-07-20,61.29999923706055,61.79999923706055,61.0,61.5,39.793643951416016,53905000
台積電,2330.TW,2010-07-21,61.900001525878906,61.900001525878906,61.5,61.79999923706055,39.98774719238281,41172000
台積電,2330.TW,2010-07-22,61.900001525878906,62.29999923706055,61.29999923706055,62.0,40.11716079711914,45274000
台積電,2330.TW,2010-07-23,62.599998474121094,63.0,62.400001525878906,62.79999923706055,40.634803771972656,65925000
台積電,2330.TW,2010-07-26,63.0,63.099998474121094,62.29999923706055,62.599998474121094,40.50539779663086,26958000
台積電,2330.TW,2010-07-27,63.0,63.0,62.29999923706055,62.5,40.440696716308594,20942000
台積電,2330.TW,2010-07-28,62.29999923706055,63.0,62.20000076293945,63.0,40.76421356201172,26119000
台積電,2330.TW,2010-07-29,63.0,63.0,62.599998474121094,63.0,40.76421356201172,38043000
台積電,2330.TW,2010-07-30,62.400001525878906,62.400001525878906,61.400001525878906,62.400001525878906,40.3759880065918,43549000
台積電,2330.TW,2010-08-02,62.599998474121094,62.79999923706055,62.099998474121094,62.29999923706055,40.311279296875,48015000
台積電,2330.TW,2010-08-03,62.599998474121094,62.599998474121094,61.70000076293945,62.0,40.11716079711914,32913000
台積電,2330.TW,2010-08-04,62.0,62.20000076293945,61.599998474121094,62.0,40.11716079711914,20350000
台積電,2330.TW,2010-08-05,62.0,62.0,61.79999923706055,61.900001525878906,40.052459716796875,21813000
台積電,2330.TW,2010-08-06,61.599998474121094,61.70000076293945,60.599998474121094,60.900001525878906,39.40540313720703,62419000
台積電,2330.TW,2010-08-09,60.5,60.900001525878906,60.400001525878906,60.70000076293945,39.2760009765625,56912000
台積電,2330.TW,2010-08-10,60.900001525878906,61.400001525878906,60.79999923706055,61.0,39.47010803222656,62187000
台積電,2330.TW,2010-08-11,60.79999923706055,61.20000076293945,60.70000076293945,61.0,39.47010803222656,28506000
台積電,2330.TW,2010-08-12,60.20000076293945,60.599998474121094,60.099998474121094,60.20000076293945,38.952476501464844,65513000
台積電,2330.TW,2010-08-13,60.20000076293945,60.599998474121094,59.900001525878906,60.099998474121094,38.88776779174805,64069000
台積電,2330.TW,2010-08-16,60.0,60.29999923706055,59.599998474121094,60.29999923706055,39.01717758178711,39691000
台積電,2330.TW,2010-08-17,60.5,60.5,59.79999923706055,59.79999923706055,38.69365310668945,37445000
台積電,2330.TW,2010-08-18,60.0,60.29999923706055,59.5,59.599998474121094,38.564239501953125,42369000
台積電,2330.TW,2010-08-19,59.5,60.400001525878906,59.5,60.099998474121094,38.88776779174805,45753000
台積電,2330.TW,2010-08-20,59.79999923706055,60.20000076293945,59.70000076293945,59.900001525878906,38.758365631103516,30073000
台積電,2330.TW,2010-08-23,59.900001525878906,60.900001525878906,59.599998474121094,60.099998474121094,38.88776779174805,27530000
台積電,2330.TW,2010-08-24,60.0,60.099998474121094,59.599998474121094,59.599998474121094,38.564239501953125,30548000
台積電,2330.TW,2010-08-25,59.400001525878906,59.400001525878906,58.599998474121094,58.70000076293945,37.98188781738281,70486000
台積電,2330.TW,2010-08-26,58.599998474121094,59.099998474121094,58.5,58.79999923706055,38.046600341796875,33540000
台積電,2330.TW,2010-08-27,58.70000076293945,58.900001525878906,58.5,58.79999923706055,38.046600341796875,43374000
台積電,2330.TW,2010-08-30,59.20000076293945,59.599998474121094,58.900001525878906,59.400001525878906,38.43483352661133,27583000
台積電,2330.TW,2010-08-31,59.0,59.0,58.400001525878906,58.900001525878906,38.11130905151367,77308000
台積電,2330.TW,2010-09-01,59.29999923706055,59.29999923706055,58.70000076293945,59.099998474121094,38.24070739746094,33670000
台積電,2330.TW,2010-09-02,60.0,60.099998474121094,59.400001525878906,59.5,38.499534606933594,25353000
台積電,2330.TW,2010-09-03,59.29999923706055,59.900001525878906,59.29999923706055,59.79999923706055,38.69365310668945,38247000
台積電,2330.TW,2010-09-06,60.400001525878906,60.5,60.099998474121094,60.5,39.14657974243164,25773000
台積電,2330.TW,2010-09-07,60.5,60.599998474121094,60.099998474121094,60.20000076293945,38.952476501464844,20235000
台積電,2330.TW,2010-09-08,59.599998474121094,59.900001525878906,58.900001525878906,59.29999923706055,38.37012481689453,66266000
台積電,2330.TW,2010-09-09,59.70000076293945,59.70000076293945,59.20000076293945,59.5,38.499534606933594,21194000
台積電,2330.TW,2010-09-10,59.5,59.70000076293945,59.099998474121094,59.29999923706055,38.37012481689453,32620000
台積電,2330.TW,2010-09-13,59.599998474121094,60.900001525878906,59.400001525878906,60.900001525878906,39.40540313720703,86590000
台積電,2330.TW,2010-09-14,61.20000076293945,61.20000076293945,60.70000076293945,61.0,39.47010803222656,33482000
台積電,2330.TW,2010-09-15,61.20000076293945,61.20000076293945,60.5,61.20000076293945,39.59952926635742,39289000
台積電,2330.TW,2010-09-16,60.79999923706055,61.0,60.5,60.5,39.14657974243164,27832000
台積電,2330.TW,2010-09-17,61.0,61.400001525878906,60.599998474121094,61.20000076293945,39.59952926635742,49333000
台積電,2330.TW,2010-09-20,61.5,62.0,61.29999923706055,62.0,40.11716079711914,65877000
台積電,2330.TW,2010-09-21,62.29999923706055,62.29999923706055,61.599998474121094,61.79999923706055,39.98774719238281,32205000
台積電,2330.TW,2010-09-23,60.900001525878906,60.900001525878906,59.900001525878906,60.0,38.82306671142578,106168000
台積電,2330.TW,2010-09-24,59.70000076293945,60.20000076293945,59.599998474121094,60.099998474121094,38.88776779174805,58578000
台積電,2330.TW,2010-09-27,60.79999923706055,60.79999923706055,60.400001525878906,60.70000076293945,39.2760009765625,57033000
台積電,2330.TW,2010-09-28,60.70000076293945,61.20000076293945,60.599998474121094,61.0,39.47010803222656,48335000
台積電,2330.TW,2010-09-29,61.5,61.900001525878906,61.0,61.5,39.793643951416016,79436000
台積電,2330.TW,2010-09-30,61.70000076293945,62.0,61.599998474121094,62.0,40.11716079711914,56151000
台積電,2330.TW,2010-10-01,62.20000076293945,62.29999923706055,61.70000076293945,62.0,40.11716079711914,38944000
台積電,2330.TW,2010-10-04,62.0,62.099998474121094,61.599998474121094,61.900001525878906,40.052459716796875,25742000
台積電,2330.TW,2010-10-05,61.70000076293945,61.70000076293945,60.900001525878906,61.099998474121094,39.534820556640625,28432000
台積電,2330.TW,2010-10-06,61.900001525878906,62.0,61.5,61.79999923706055,39.98774719238281,34117000
台積電,2330.TW,2010-10-07,61.400001525878906,61.70000076293945,61.0,61.29999923706055,39.66423034667969,37414000
台積電,2330.TW,2010-10-08,61.0,61.79999923706055,61.0,61.79999923706055,39.98774719238281,54186000
台積電,2330.TW,2010-10-11,62.0,62.0,61.099998474121094,61.5,39.793643951416016,24273000
台積電,2330.TW,2010-10-12,61.5,61.5,60.400001525878906,61.0,39.47010803222656,27854000
台積電,2330.TW,2010-10-13,61.29999923706055,61.29999923706055,60.400001525878906,61.0,39.47010803222656,28950000
台積電,2330.TW,2010-10-14,61.400001525878906,62.0,61.29999923706055,61.79999923706055,39.98774719238281,45889000
台積電,2330.TW,2010-10-15,61.29999923706055,61.900001525878906,61.20000076293945,61.900001525878906,40.052459716796875,29898000
台積電,2330.TW,2010-10-18,61.400001525878906,61.79999923706055,60.400001525878906,60.5,39.14657974243164,32498000
台積電,2330.TW,2010-10-19,60.599998474121094,60.70000076293945,60.099998474121094,60.70000076293945,39.2760009765625,34442000
台積電,2330.TW,2010-10-20,60.5,61.099998474121094,60.400001525878906,61.0,39.47010803222656,34445000
台積電,2330.TW,2010-10-21,61.29999923706055,61.400001525878906,60.79999923706055,61.0,39.47010803222656,37243000
台積電,2330.TW,2010-10-22,61.70000076293945,61.79999923706055,61.400001525878906,61.79999923706055,39.98774719238281,42883000
台積電,2330.TW,2010-10-25,62.0,62.20000076293945,61.79999923706055,62.0,40.11716079711914,38467000
台積電,2330.TW,2010-10-26,62.20000076293945,62.29999923706055,62.0,62.29999923706055,40.311279296875,37835000
台積電,2330.TW,2010-10-27,62.29999923706055,62.400001525878906,61.900001525878906,62.0,40.11716079711914,26552000
台積電,2330.TW,2010-10-28,62.400001525878906,63.0,62.099998474121094,62.70000076293945,40.57009506225586,61848000
台積電,2330.TW,2010-10-29,63.0,63.099998474121094,62.5,62.79999923706055,40.634803771972656,67800000
台積電,2330.TW,2010-11-01,63.400001525878906,63.5,63.0,63.5,41.08773422241211,76051000
台積電,2330.TW,2010-11-02,63.0,63.400001525878906,63.0,63.29999923706055,40.958335876464844,24276000
台積電,2330.TW,2010-11-03,63.5,64.0,63.29999923706055,63.900001525878906,41.34657287597656,44405000
台積電,2330.TW,2010-11-04,63.900001525878906,64.0999984741211,63.599998474121094,63.900001525878906,41.34657287597656,32641000
台積電,2330.TW,2010-11-05,64.5,64.5999984741211,63.79999923706055,64.19999694824219,41.54067611694336,43711000
台積電,2330.TW,2010-11-08,64.19999694824219,64.19999694824219,63.099998474121094,63.29999923706055,40.958335876464844,23591000
台積電,2330.TW,2010-11-09,63.29999923706055,64.0,63.099998474121094,64.0,41.4112663269043,25317000
台積電,2330.TW,2010-11-10,64.0,64.30000305175781,63.70000076293945,64.19999694824219,41.54067611694336,37637000
台積電,2330.TW,2010-11-11,63.900001525878906,64.19999694824219,63.70000076293945,63.70000076293945,41.2171516418457,31688000
台積電,2330.TW,2010-11-12,63.599998474121094,64.0,63.0,63.0,40.76421356201172,29650000
台積電,2330.TW,2010-11-15,63.79999923706055,64.0,63.20000076293945,63.900001525878906,41.34657287597656,27583000
台積電,2330.TW,2010-11-16,64.30000305175781,64.69999694824219,64.0999984741211,64.5,41.73478317260742,55027000
台積電,2330.TW,2010-11-17,64.19999694824219,64.5,63.599998474121094,63.79999923706055,41.2818603515625,51345000
台積電,2330.TW,2010-11-18,63.70000076293945,63.900001525878906,63.0,63.29999923706055,40.958335876464844,39053000
台積電,2330.TW,2010-11-19,63.599998474121094,64.0,63.0,63.70000076293945,41.2171516418457,23769000
台積電,2330.TW,2010-11-22,63.599998474121094,64.30000305175781,63.20000076293945,63.79999923706055,41.2818603515625,25384000
台積電,2330.TW,2010-11-23,63.70000076293945,63.79999923706055,63.29999923706055,63.400001525878906,41.02303695678711,30876000
台積電,2330.TW,2010-11-24,63.0,64.0,63.0,63.20000076293945,40.893619537353516,26848000
台積電,2330.TW,2010-11-25,63.79999923706055,64.5,63.5,64.4000015258789,41.67008972167969,34656000
台積電,2330.TW,2010-11-26,63.900001525878906,64.5,63.900001525878906,64.4000015258789,41.67008972167969,30955000
台積電,2330.TW,2010-11-29,64.5999984741211,64.69999694824219,63.79999923706055,64.30000305175781,41.60538864135742,33430000
台積電,2330.TW,2010-11-30,63.79999923706055,64.4000015258789,63.400001525878906,63.400001525878906,41.02303695678711,66488000
台積電,2330.TW,2010-12-01,63.79999923706055,64.5999984741211,63.79999923706055,64.5999984741211,41.79948806762695,58038000
台積電,2330.TW,2010-12-02,65.0,66.4000015258789,64.9000015258789,66.19999694824219,42.83478546142578,87811000
台積電,2330.TW,2010-12-03,66.80000305175781,70.0,66.69999694824219,68.30000305175781,44.19358444213867,124694000
台積電,2330.TW,2010-12-06,68.9000015258789,69.5,68.4000015258789,68.5,44.32299041748047,58644000
台積電,2330.TW,2010-12-07,68.5,68.5999984741211,67.5999984741211,68.0,43.99946975708008,58928000
台積電,2330.TW,2010-12-08,68.5999984741211,68.69999694824219,67.80000305175781,68.0,43.99946975708008,46509000
台積電,2330.TW,2010-12-09,69.0,70.0999984741211,68.80000305175781,70.0,45.29357147216797,91264000
台積電,2330.TW,2010-12-10,69.5999984741211,69.9000015258789,69.30000305175781,69.69999694824219,45.099456787109375,32731000
台積電,2330.TW,2010-12-13,70.0,70.4000015258789,69.0,69.4000015258789,44.905338287353516,36075000
台積電,2330.TW,2010-12-14,69.9000015258789,69.9000015258789,68.69999694824219,69.0,44.646522521972656,45977000
台積電,2330.TW,2010-12-15,68.5999984741211,70.0999984741211,68.5,70.0,45.29357147216797,56590000
台積電,2330.TW,2010-12-16,70.0,71.5999984741211,69.80000305175781,71.19999694824219,46.070030212402344,61923000
台積電,2330.TW,2010-12-17,72.0,75.0,71.5999984741211,72.9000015258789,47.170005798339844,108365000
台積電,2330.TW,2010-12-20,73.0,73.0,70.9000015258789,71.19999694824219,46.070030212402344,91134000
台積電,2330.TW,2010-12-21,71.5,71.5999984741211,70.80000305175781,71.30000305175781,46.13474655151367,35454000
台積電,2330.TW,2010-12-22,71.0999984741211,71.5999984741211,70.69999694824219,71.19999694824219,46.070030212402344,26216000
台積電,2330.TW,2010-12-23,71.80000305175781,71.80000305175781,70.69999694824219,71.0,45.94061279296875,35499000
台積電,2330.TW,2010-12-24,71.0,71.0,70.5,70.80000305175781,45.811222076416016,21468000
台積電,2330.TW,2010-12-27,70.80000305175781,70.80000305175781,70.0,70.69999694824219,45.74650573730469,29035000
